1.75643e+07,1.63746e+07,1.75667e+07,1.87541e+07,1.95513e+07,1.99511e+07,0.00106565,0.000784159,25,25
1.08106e+06,16165,41013,109999,1.48183e+06,2.35813e+07,0.00114424,0.00110388,98858,90000
884382,12207,25940,64183,158009,1.87237e+07,0.00129623,0.0012238,74446,75000
643179,11321,12028,12782,16436,1.53462e+07,0.00121738,0.00119877,30000,30000
373831,13697,14160,15012,16700,1.16488e+07,0.00160512,0.0014205,3000,3000
5.20808e+07,4.92638e+06,2.72475e+07,6.83494e+07,1.44273e+08,3.13797e+08,0.0010109,0.000930309,60821,90000
970907,40808,59363,107908,2.47312e+06,1.92177e+07,0.00103839,0.000975847,99329,90000
1.36964e+07,4.22429e+06,8.8321e+06,1.88653e+07,3.26378e+07,5.98648e+07,0.000823687,0.000715971,72224,105000
5.84679e+07,3.46834e+07,5.66006e+07,8.41197e+07,8.41197e+07,8.41197e+07,26.0653,25.9173,3,5.0,0.5,pidigits
3.41545e+07,2.78685e+07,2.99183e+07,3.46409e+07,4.81811e+07,8.80239e+07,29.06,28.3948,150,150.0,0.5,pidigits
1.61103e+08,1.06151e+08,1.5808e+08,2.20527e+08,2.49871e+08,2.93827e+08,92.4982,102.856,271,300.0,1,pidigits
1.53547e+08,9.20344e+07,1.54349e+08,2.15518e+08,2.72373e+08,2.76408e+08,31.0016,31.1103,18,375.0,1.25,pidigits
1.16402e+08,8.91047e+07,1.10501e+08,1.42502e+08,1.81478e+08,2.62251e+08,82.438,91.5341,225,225.0,0.75,pidigits
3.47891e+07,2.79196e+07,2.96627e+07,3.54155e+07,5.09758e+07,9.37134e+07,29.1563,28.282,150,150.0,0.5,pidigits
7.78141e+07,4.89244e+07,7.69783e+07,1.00736e+08,1.19059e+08,1.50336e+08,42.6403,46.6212,226,225.0,0.75,pidigits
1.33427e+08,8.33343e+07,1.36435e+08,1.8272e+08,2.08479e+08,2.49186e+08,45.2963,47.7244,298,300.0,1,pidigits
1.71235e+08,1.11282e+08,1.71615e+08,2.4306e+08,2.80676e+08,2.97016e+08,46.5907,48.1031,330,375.0,1.25,pidigits
1.69439e+08,1.03989e+08,1.69678e+08,2.36454e+08,2.81211e+08,2.99211e+08,47.4382,48.2912,288,450.0,1.5,pidigits
1.46204e+08,9.56126e+07,1.51547e+08,2.00453e+08,2.3577e+08,2.70441e+08,27.3793,27.0102,300,300.0,1,pidigits
1.66057e+08,1.02272e+08,1.69786e+08,2.34424e+08,2.69787e+08,2.95871e+08,27.4444,27.0303,286,375.0,1.25,pidigits
8.18585e+07,6.07742e+07,8.27213e+07,1.03094e+08,1.23259e+08,1.4474e+08,27.0823,26.9115,226,225.0,0.75,pidigits
4.09796e+07,2.72572e+07,3.8381e+07,5.0685e+07,6.25175e+07,8.14209e+07,26.9732,26.9092,149,150.0,0.5,pidigits
1.67348e+08,9.70582e+07,1.69617e+08,2.40431e+08,2.7746e+08,2.9576e+08,27.6883,27.0591,252,450.0,1.5,pidigits
1.57424e+08,8.62526e+07,1.5553e+08,2.32762e+08,2.79015e+08,2.97909e+08,52.3672,54.1712,168,450.0,1.5,pidigits
1.67077e+08,9.79643e+07,1.61958e+08,2.38553e+08,2.84938e+08,2.98968e+08,69.1804,73.2363,224,300.0,1,pidigits
3.63562e+07,2.82753e+07,3.01971e+07,3.73299e+07,5.35763e+07,1.06832e+08,29.6958,28.7818,148,150.0,0.5,pidigits
1.37428e+08,9.69159e+07,1.3101e+08,1.77073e+08,2.15437e+08,2.82527e+08,92.4025,99.6274,224,225.0,0.75,pidigits
1.58771e+08,8.8294e+07,1.56497e+08,2.3306e+08,2.78955e+08,2.96636e+08,61.7175,63.6683,182,375.0,1.25,pidigits
6.92387e+07,5.08354e+07,6.96844e+07,8.99978e+07,9.95296e+07,1.2542e+08,26.321,26.3346,149,150.0,0.5,pidigits
1.55222e+08,9.57376e+07,1.5481e+08,2.20418e+08,2.56121e+08,2.83151e+08,26.4475,26.4143,224,225.0,0.75,pidigits
1.68031e+08,1.04222e+08,1.65463e+08,2.36167e+08,2.82022e+08,2.99841e+08,26.4951,26.4483,193,300.0,1,pidigits
1.67507e+08,9.72314e+07,1.75906e+08,2.37755e+08,2.79232e+08,2.98248e+08,26.5237,26.4693,169,375.0,1.25,pidigits
1.6913e+08,1.04762e+08,1.63222e+08,2.47551e+08,2.78304e+08,2.98554e+08,93.8095,97.5974,257,375.0,1.25,pidigits
1.99882e+07,1.20374e+07,1.49998e+07,2.18861e+07,3.47185e+07,8.39313e+07,14.4234,12.4369,299,300.0,1,json
5.25273e+07,2.37016e+07,3.63742e+07,6.22399e+07,9.63196e+07,2.7609e+08,21.3096,20.5389,575,600.0,2,json
9.14823e+07,4.68012e+07,8.39582e+07,1.24979e+08,1.62086e+08,2.76367e+08,23.4952,22.2772,813,900.0,3,json
1.288e+08,6.33828e+07,1.13278e+08,1.94396e+08,2.46323e+08,2.81013e+08,23.15,22.3975,1035,1200.0,4,json
1.59806e+08,8.50293e+07,1.59843e+08,2.38033e+08,2.78808e+08,2.99522e+08,19.8577,18.8228,759,1800.0,6,json
1.56094e+08,9.24206e+07,1.61497e+08,2.22562e+08,2.58175e+08,2.92328e+08,17.4191,17.2634,565,600.0,2,json
1.4938e+08,7.07114e+07,1.44014e+08,2.28284e+08,2.73802e+08,2.98464e+08,17.4297,17.7513,434,900.0,3,json
1.54929e+08,7.66319e+07,1.52412e+08,2.32682e+08,2.75584e+08,2.98814e+08,18.4265,16.8582,487,1200.0,4,json
2.10464e+07,1.20971e+07,1.3617e+07,2.19197e+07,3.70913e+07,1.04673e+08,14.3359,12.8138,300,300.0,1,json
1.96556e+07,1.14581e+07,1.63857e+07,2.1622e+07,3.00732e+07,9.06247e+07,14.6857,12.1886,300,300.0,1,json
5.71401e+07,3.36258e+07,4.88463e+07,6.64607e+07,8.64377e+07,2.55192e+08,16.8724,14.5973,599,600.0,2,json
1.20072e+08,7.54749e+07,1.18232e+08,1.65108e+08,1.93386e+08,2.47248e+08,16.7273,13.9529,876,900.0,3,json
1.66102e+08,1.02179e+08,1.6901e+08,2.36383e+08,2.74508e+08,2.97597e+08,17.0085,14.0476,977,1200.0,4,json
1.66076e+08,9.7922e+07,1.69651e+08,2.38276e+08,2.75622e+08,2.98708e+08,16.8408,13.7662,779,1800.0,6,json
1.5987e+08,8.92159e+07,1.64882e+08,2.32849e+08,2.7214e+08,2.95632e+08,17.5492,19.341,312,1800.0,6,json
1.61322e+08,9.11511e+07,1.67424e+08,2.33074e+08,2.73447e+08,2.94503e+08,17.9787,19.1275,326,1200.0,4,json
1.63019e+08,9.52877e+07,1.64023e+08,2.35263e+08,2.76165e+08,2.98185e+08,17.7646,19.0386,351,900.0,3,json
1.65268e+08,9.31248e+07,1.73533e+08,2.37924e+08,2.7678e+08,2.97226e+08,17.7886,18.953,448,600.0,2,json
5.47678e+07,3.61244e+07,5.63103e+07,7.154e+07,8.68585e+07,1.06354e+08,17.9698,18.8572,300,300.0,1,json
3.36335e+06,2.71648e+06,2.81603e+06,2.95443e+06,4.24644e+06,1.50011e+07,2.656,2.61656,299,300.0,1,image
1.1816e+08,6.38452e+07,1.29545e+08,1.67369e+08,1.83892e+08,2.38433e+08,4.39529,4.53583,2878,3000.0,10,image
3.3402e+06,2.75072e+06,2.83543e+06,2.96898e+06,4.46132e+06,1.4395e+07,2.67282,2.64108,299,300.0,1,image
1.46574e+08,8.29563e+07,1.5013e+08,2.106e+08,2.46791e+08,2.74732e+08,2.76012,2.72012,2996,3000.0,10,image
3.22071e+06,2.68011e+06,2.75137e+06,2.87914e+06,4.26704e+06,1.24595e+07,2.58838,2.55717,299,300.0,1,image
1.59472e+08,8.65178e+07,1.61632e+08,2.35766e+08,2.7462e+08,2.97278e+08,2.59749,2.5813,1459,3600.0,12,image
223867,6465,6751,7584,8788,8.18095e+06,0.000785211,0.000757217,30000,30000.0,100,matmul
5.10212e+07,30832,5.53398e+06,4.29545e+07,1.68181e+08,4.77706e+08,0.00139875,0.000535011,44663,300000.0,1000,matmul
2.34896e+06,5841,6768,11387,8.27038e+06,4.47098e+07,0.000684734,0.000670195,94264,150000.0,500,matmul
1.81785e+06,152236,627849,2.74595e+06,3.92361e+06,1.55298e+07,0.000557252,0.000454903,9361,300000.0,1000,matmul
1.58693e+06,6475,7363,10970,23709,4.77623e+07,0.00388219,0.000716448,23340,60000.0,200,matmul
4.32975e+06,7398,8316,11686,2.24528e+07,4.5427e+07,0.000732819,0.000732422,30000,30000.0,100,matmul
5.1315e+06,7652,8850,25947,2.61093e+07,4.88429e+07,0.000688782,0.000682592,29997,30000.0,100,matmul
6.01206e+06,11894,15481,410238,6.65965e+06,7.21233e+07,0.000670103,0.000634909,9235,60000.0,200,matmul
2.06367e+07,7879,13321,2.53883e+07,5.14842e+07,3.53544e+08,0.000975749,0.000893354,17841,30000.0,100,linpack
9.38902e+06,8792,10311,38955,4.66935e+07,6.951e+07,0.00110877,0.0010438,15000,15000.0,50,linpack
63063.7,9026,9277,10021,23074,3.09238e+06,0.00157516,0.00141764,300,300.0,1,linpack
734210,7735,8301,9114,13993,1.71892e+07,0.00117197,0.00111794,23077,22500.0,75,linpack
4.10707e+06,8551,9515,13553,1.95173e+07,4.51882e+07,0.00122495,0.00116658,15000,15000.0,50,linpack
457421,6352,7014,7909,11070,1.30183e+07,0.00107033,0.00105786,99855,90000.0,300,linpack
75970.8,8974,9278,10049,23526,3.71942e+06,0.00190438,0.00137544,300,300.0,1,linpack
3.55384e+06,6439,7853,24154,9.99218e+06,1.05472e+08,0.00100754,0.000947714,90373,150000.0,500,linpack
9.49393e+06,6607,7415,9630,1.00853e+07,2.2069e+08,0.00106373,0.00107431,27803,90000.0,300,linpack
210401,7308,7567,8426,9562,8.25203e+06,0.00123524,0.00119281,15000,15000.0,50,linpack
356935,6474,7125,7981,12027,1.07699e+07,0.00109998,0.00109625,99873,90000.0,300,linpack
55870.6,9184,9384,9899,23306,2.67266e+06,0.00157175,0.00142407,300,300.0,1,linpack
